Date,Category,Internal SKU,City,State,Region,Units,GMV,Platform,,date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales
30/12/2025,Discontinue,Discontinue,Pune,Maharashtra,West,1,999,Big Basket,,20251201 - 20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05
30/12/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,12,2508,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,12,2508,2382.6
30/12/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,33,3927,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,33,3927,3611.65
30/12/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Mumbai,Maharashtra,West,21,2499,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,21,2499,2314.55
30/12/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Bangalore,Karnataka,South,7,1463,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,7,1463,1306.25
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Chennai,Tamil Nadu,South,10,2297,Big Basket,,20251201 - 20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,10,2297,2227
30/12/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Pune,Maharashtra,West,1,106,Big Basket,,20251201 - 20251230,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,1,106,106
30/12/2025,Tea Bag,Chaayos Masala Tea Bag,Vijayawada,Andhra Pradesh,South,2,358,Big Basket,,20251201 - 20251230,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,358,342.1
30/12/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Bangalore,Karnataka,South,58,12122,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,58,12122,11589.05
30/12/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,3,1947,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1849.65
30/12/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,1,168,Big Basket,,20251201 - 20251230,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,168
30/12/2025,Premix,Chaayos Combo Premix Pack of 12,Pune,Maharashtra,West,4,600,Big Basket,,20251201 - 20251230,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,4,600,585
30/12/2025,Tea Bag,Chaayos Masala Tea Bag,Gurgaon,Haryana,Delhi NCR,17,2703,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,17,2703,2464.5
30/12/2025,Tea Bag,Chaayos Masala Tea Bag,Chennai,Tamil Nadu,South,2,318,Big Basket,,20251201 - 20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,2,318,302.1
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Hyderabad,Telangana,South,9,1071,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,9,1071,928.2
30/12/2025,Chai Patti,Chaayos Masala Tea 100g,Mangalore,Karnataka,South,2,398,Big Basket,,20251201 - 20251230,Mangaluru,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,2,398,338.3
30/12/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Hyderabad,Telangana,South,13,2717,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,13,2717,2372.15
30/12/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Bangalore,Karnataka,South,1,375,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,300
30/12/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,999,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05
30/12/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Hyderabad,Telangana,South,27,5643,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,27,5643,5298.15
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Mumbai,Maharashtra,West,33,9867,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,33,9867,9269
30/12/2025,Premix,Chaayos Combo Premix Pack of 12,Chennai,Tamil Nadu,South,5,750,Big Basket,,20251201 - 20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,5,750,727.5
30/12/2025,Chai Patti,Chaayos Masala Tea 100g,Coimbatore,Tamil Nadu,South,1,199,Big Basket,,20251201 - 20251230,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,199
30/12/2025,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,5,3245,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,5,3245,3147.65
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Bangalore,Karnataka,South,3,567,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,3,567,516.3
30/12/2025,Discontinue,Discontinue,Noida,Uttar Pradesh,Delhi NCR,1,649,Big Basket,,20251201 - 20251230,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,649
30/12/2025,Premix,Chaayos Combo Premix Pack of 12,Gurgaon,Haryana,Delhi NCR,13,2197,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,13,2197,2137.85
30/12/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Mumbai,Maharashtra,West,20,4180,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,20,4180,4148.65
30/12/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,2,1298,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1233.1
30/12/2025,Discontinue,Discontinue,Ahmedabad,Gujarat,West,1,649,Big Basket,,20251201 - 20251230,Ahmedabad-Gandhinagar,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Pune,Maharashtra,West,10,2000,Big Basket,,20251201 - 20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,10,2000,1930
30/12/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,375,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,375,318.75
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Bangalore,Karnataka,South,29,3451,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,29,3451,3201.1
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Coimbatore,Tamil Nadu,South,1,119,Big Basket,,20251201 - 20251230,Coimbatore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,1,119,119
30/12/2025,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,1,1599,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1439
30/12/2025,Premix,Chaayos Masala Tea Premix Pack of 15,Chennai,Tamil Nadu,South,1,375,Big Basket,,20251201 - 20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,281.25
30/12/2025,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,1599,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1519
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Hyderabad,Telangana,South,22,7238,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,22,7238,6366.15
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Pune,Maharashtra,West,10,1900,Big Basket,,20251201 - 20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,10,1900,1871.5
30/12/2025,Discontinue,Discontinue,Pune,Maharashtra,West,2,3198,Big Basket,,20251201 - 20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,2,3198,2878
30/12/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,1,1599,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1519
30/12/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Gurgaon,Haryana,Delhi NCR,8,1672,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,8,1672,1609.3
30/12/2025,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Chennai,Tamil Nadu,South,7,1302,Big Basket,,20251201 - 20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,7,1302,1255.5
30/12/2025,Tea Bag,Chaayos Masala Tea Bag,Hyderabad,Telangana,South,7,1273,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,7,1273,1165.6
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Pune,Maharashtra,West,4,424,Big Basket,,20251201 - 20251230,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,424,418.7
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 100g,Mysore,Karnataka,South,1,199,Big Basket,,20251201 - 20251230,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,1,199,199
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Gurgaon,Haryana,Delhi NCR,10,2990,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,10,2990,2840.5
30/12/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Hyderabad,Telangana,South,24,2856,Big Basket,,20251201 - 20251230,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,24,2856,2635.85
30/12/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Chennai,Tamil Nadu,South,7,742,Big Basket,,20251201 - 20251230,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,7,742,715.5
30/12/2025,Tea Bag,Chaayos Detox Kahwa Tea Bag,Mumbai,Maharashtra,West,8,1672,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,8,1672,1515.25
30/12/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,41,7749,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,41,7749,7427.7
30/12/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Pune,Maharashtra,West,3,504,Big Basket,,20251201 - 20251230,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,504,487.2
30/12/2025,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,1,999,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05
30/12/2025,Chai Patti,Chaayos Masala Tea 100g,Bangalore,Karnataka,South,6,1194,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,6,1194,1054.7
30/12/2025,Discontinue,Discontinue,Pune,Maharashtra,West,1,649,Big Basket,,20251201 - 20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,649
30/12/2025,Premix,Chaayos Combo Premix Pack of 12,Bangalore,Karnataka,South,39,6591,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,39,6591,6092.45
30/12/2025,Tea Bag,Chaayos Masala Tea Bag,Visakhapatnam,Andhra Pradesh,South,1,199,Big Basket,,20251201 - 20251230,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,199,149.25
30/12/2025,Ice Tea,Chaayos Peach Iced Tea Premix,Mumbai,Maharashtra,West,36,4284,Big Basket,,20251201 - 20251230,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,36,4284,3730.65
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Chennai,Tamil Nadu,South,10,1900,Big Basket,,20251201 - 20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,10,1900,1843
30/12/2025,Chai Patti,Chaayos Masala Tea 100g,Mysore,Karnataka,South,1,199,Big Basket,,20251201 - 20251230,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,199
30/12/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,13,2457,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,13,2457,2353.05
30/12/2025,Chai Patti,Chaayos Masala Tea 250g,Bangalore,Karnataka,South,43,14147,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,43,14147,13324.5
30/12/2025,Ice Tea,Chaayos Lemon Iced Tea Premix,Gurgaon,Haryana,Delhi NCR,6,714,Big Basket,,20251201 - 20251230,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,6,714,696.15
30/12/2025,Chai Patti,Chaayos Adrak Elaichi 250g,Bangalore,Karnataka,South,67,20033,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,67,20033,18822.05
30/12/2025,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chennai,Tamil Nadu,South,8,1344,Big Basket,,20251201 - 20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,8,1344,1293.6
30/12/2025,Discontinue,Discontinue,Bangalore,Karnataka,South,3,1125,Big Basket,,20251201 - 20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,3,1125,1068.75
31/01/2026,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,3,1947,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1711.67
31/01/2026,Discontinue,Discontinue,Chennai,Tamil Nadu,South,1,649,Big Basket,,20260101 - 20260131,Chennai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Noida,Uttar Pradesh,Delhi NCR,6,1116,Big Basket,,20260101 - 20260131,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,6,1116,1012
31/01/2026,Discontinue,Discontinue,Noida,Uttar Pradesh,Delhi NCR,1,649,Big Basket,,20260101 - 20260131,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 100g,Bangalore,Karnataka,South,3,567,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,3,567,417.6
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Gurgaon,Haryana,Delhi NCR,30,4975,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,30,4975,4398.65
31/01/2026,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,1599,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1439
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Hyderabad,Telangana,South,15,4935,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,4935,4214.89
31/01/2026,Chai Patti,Chaayos Masala Tea 250g,Pune,Maharashtra,West,5,950,Big Basket,,20260101 - 20260131,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,5,950,830.42
31/01/2026,Chai Patti,Chaayos Adrak Elaichi 100g,Bangalore,Karnataka,South,1,169,Big Basket,,20260101 - 20260131,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,1,169,169
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Ahmedabad,Gujarat,West,4,836,Big Basket,,20260101 - 20260131,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,4,836,743.13
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Noida,Uttar Pradesh,Delhi NCR,5,750,Big Basket,,20260101 - 20260131,Noida,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,5,750,664.8
31/01/2026,Chai Patti,Chaayos Masala Tea 100g,Bangalore,Karnataka,South,5,995,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,5,995,727.11
31/01/2026,Discontinue,Discontinue,Pune,Maharashtra,West,2,1298,Big Basket,,20260101 - 20260131,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1038.4
31/01/2026,Premix,Chaayos Combo Premix Pack of 12,Bangalore,Karnataka,South,51,8619,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,51,8619,7586.02
31/01/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Mangalore,Karnataka,South,2,238,Big Basket,,20260101 - 20260131,Mangaluru,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,238,197.54
31/01/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Chennai,Tamil Nadu,South,13,2418,Big Basket,,20260101 - 20260131,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,13,2418,2176.6
31/01/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Gurgaon,Haryana,Delhi NCR,5,1045,Big Basket,,20260101 - 20260131,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,5,1045,913.42
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,49,9261,Big Basket,,20260101 - 20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,49,9261,8465.04
31/01/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Pune,Maharashtra,West,1,168,Big Basket,,20260101 - 20260131,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,1,168,151.12
31/01/2026,Tea Bag,Chaayos Masala Tea Bag,Hyderabad,Telangana,South,1,199,Big Basket,,20260101 - 20260131,Hyderabad Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,199,187.06
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Chennai,Tamil Nadu,South,15,1590,Big Basket,,20260101 - 20260131,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,15,1590,1367.4
31/01/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Hyderabad,Telangana,South,20,2380,Big Basket,,20260101 - 20260131,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,20,2380,1968.26
31/01/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Mumbai,Maharashtra,West,5,1045,Big Basket,,20260101 - 20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,5,1045,923.87
