Date,Category,Internal SKU,City,State,Region,Units,GMV,Platform,,date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Chennai,Tamil Nadu,South,7,742,Big Basket,,20260201 - 20260224,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,7,742,615.86
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Pune,Maharashtra,West,4,767,Big Basket,,20260201 - 20260224,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,4,767,659.31
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Hyderabad,Telangana,South,13,2717,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,13,2717,2316.08
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Mumbai,Maharashtra,West,24,7176,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,24,7176,5880
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Chennai,Tamil Nadu,South,11,1650,Big Basket,,20260201 - 20260224,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,11,1650,1409.7
24/02/2026,Premix,Chaayos Masala Tea Premix Pack of 15,Mysore,Karnataka,South,1,168,Big Basket,,20260201 - 20260224,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,142.8
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Mumbai,Maharashtra,West,2,338,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,2,338,290
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Hyderabad,Telangana,South,21,3969,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,21,3969,3297.51
24/02/2026,Discontinue,Discontinue,Bangalore,Karnataka,South,2,1998,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 5 pcs  1 Set,5 pcs,2,1998,1697.9
24/02/2026,Discontinue,Discontinue,Gurgaon,Haryana,Delhi NCR,1,1599,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1359
24/02/2026,Discontinue,Discontinue,Mumbai,Maharashtra,West,3,1947,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1654.95
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Pune,Maharashtra,West,2,400,Big Basket,,20260201 - 20260224,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,2,400,327.76
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Mumbai,Maharashtra,West,18,3762,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,18,3762,3324.73
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,23,4305,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,23,4305,3788.21
24/02/2026,Discontinue,Discontinue,Noida,Uttar Pradesh,Delhi NCR,1,649,Big Basket,,20260201 - 20260224,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Gurgaon,Haryana,Delhi NCR,15,2497,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,15,2497,2137
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Coimbatore,Tamil Nadu,South,1,189,Big Basket,,20260201 - 20260224,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,1,189,170.01
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Noida,Uttar Pradesh,Delhi NCR,4,767,Big Basket,,20260201 - 20260224,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,4,767,678.96
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Bangalore,Karnataka,South,36,4284,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,36,4284,3470.04
24/02/2026,Discontinue,Discontinue,Pune,Maharashtra,West,1,999,Big Basket,,20260201 - 20260224,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 5 pcs  1 Set,5 pcs,1,999,848.95
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Hyderabad,Telangana,South,15,4935,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,4935,3807.33
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Pune,Maharashtra,West,1,190,Big Basket,,20260201 - 20260224,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,1,190,150.16
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Hyderabad,Telangana,South,1,299,Big Basket,,20260201 - 20260224,Hyderabad Rural,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,1,299,245
24/02/2026,Premix,Chaayos Masala Tea Premix Pack of 15,Mumbai,Maharashtra,West,1,189,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,189,180
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Noida,Uttar Pradesh,Delhi NCR,3,504,Big Basket,,20260201 - 20260224,Noida,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,504,453.36
24/02/2026,Discontinue,Discontinue,Pune,Maharashtra,West,1,649,Big Basket,,20260201 - 20260224,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Bangalore,Karnataka,South,24,4056,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,24,4056,3463.8
24/02/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Gurgaon,Haryana,Delhi NCR,6,1254,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,6,1254,1065.9
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Chennai,Tamil Nadu,South,13,2418,Big Basket,,20260201 - 20260224,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,13,2418,2101.15
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Noida,Uttar Pradesh,Delhi NCR,2,319,Big Basket,,20260201 - 20260224,Noida,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,2,319,273.7
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Ahmedabad,Gujarat,West,9,1881,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,9,1881,1598.85
24/02/2026,Discontinue,Discontinue,Bangalore,Karnataka,South,1,1599,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1359
24/02/2026,Tea Bag,Chaayos Masala Tea Bag,Kochi,Kerala,South,1,159,Big Basket,,20260201 - 20260224,Kochi Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,149.46
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Bangalore,Karnataka,South,30,3570,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,30,3570,2915.5
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Noida,Uttar Pradesh,Delhi NCR,2,519,Big Basket,,20260201 - 20260224,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,2,519,410.17
24/02/2026,Tea Bag,Chaayos Masala Tea Bag,Gurgaon,Haryana,Delhi NCR,4,636,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,4,636,540.6
24/02/2026,Tea Bag,Chaayos Masala Tea Bag,Chennai,Tamil Nadu,South,1,159,Big Basket,,20260201 - 20260224,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,149.46
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Hyderabad,Telangana,South,21,2499,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,21,2499,1920.66
24/02/2026,Discontinue,Discontinue,Bangalore,Karnataka,South,3,1947,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1654.95
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Pune,Maharashtra,West,15,1590,Big Basket,,20260201 - 20260224,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,15,1590,1319.7
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Bangalore,Karnataka,South,39,8151,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,39,8151,7134.43
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Noida,Uttar Pradesh,Delhi NCR,3,318,Big Basket,,20260201 - 20260224,Noida,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,3,318,263.94
24/02/2026,Discontinue,Discontinue,Mumbai,Maharashtra,West,1,999,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 5 pcs  1 Set,5 pcs,1,999,848.95
24/02/2026,Premix,Chaayos Combo Premix Pack of 12,Pune,Maharashtra,West,5,750,Big Basket,,20260201 - 20260224,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,5,750,637.5
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Chennai,Tamil Nadu,South,9,1512,Big Basket,,20260201 - 20260224,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,9,1512,1301.84
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Mysore,Karnataka,South,2,238,Big Basket,,20260201 - 20260224,Mysore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,238,197.54
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Noida,Uttar Pradesh,Delhi NCR,4,437,Big Basket,,20260201 - 20260224,Noida,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,437,362.71
24/02/2026,Tea Bag,Chaayos Masala Tea Bag,Mumbai,Maharashtra,West,1,199,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,199,149.25
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Hyderabad,Telangana,South,11,1309,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,11,1309,1029.35
24/02/2026,Ice Tea,Chaayos Lemon Iced Tea Premix,Chennai,Tamil Nadu,South,8,848,Big Basket,,20260201 - 20260224,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,8,848,703.84
24/02/2026,Tea Bag,Chaayos Detox Kahwa Tea Bag,Mumbai,Maharashtra,West,6,1254,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,6,1254,961.4
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Bangalore,Karnataka,South,42,7938,Big Basket,,20260201 - 20260224,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,42,7938,7009.38
24/02/2026,Premix,Chaayos Cardamom Tea Premix Pack of 15,Pune,Maharashtra,West,3,504,Big Basket,,20260201 - 20260224,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,504,445.04
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 100g,Mysore,Karnataka,South,1,199,Big Basket,,20260201 - 20260224,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,1,199,129.35
24/02/2026,Tea Bag,Chaayos Masala Tea Bag,Hyderabad,Telangana,South,7,1233,Big Basket,,20260201 - 20260224,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,7,1233,992.35
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Pune,Maharashtra,West,12,1272,Big Basket,,20260201 - 20260224,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,12,1272,1055.76
24/02/2026,Chai Patti,Chaayos Adrak Elaichi 250g,Gurgaon,Haryana,Delhi NCR,24,7077,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,24,7077,5798.88
24/02/2026,Chai Patti,Chaayos Masala Tea 250g,Chennai,Tamil Nadu,South,17,3230,Big Basket,,20260201 - 20260224,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,17,3230,2552.72
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Ahmedabad,Gujarat,West,4,424,Big Basket,,20260201 - 20260224,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,424,351.92
24/02/2026,Ice Tea,Chaayos Peach Iced Tea Premix,Mumbai,Maharashtra,West,32,3808,Big Basket,,20260201 - 20260224,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,32,3808,3160.64
24/02/2026,Premix,Chaayos Adrak Elaichi Premix Pack of 15,Gurgaon,Haryana,Delhi NCR,19,3971,Big Basket,,20260201 - 20260224,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,19,3971,3493.11
